"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","TJK","Tajikistan","2017","2017",12.3554,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","ZWE","Zimbabwe","2012","2012",2.00655,,
"FOSGP_5T8_F800_F","Percentage of female graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)","ZWE","Zimbabwe","2015","2015",4.08281,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","KGZ","Kyrgyzstan","2012","2012",28.31789,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","KGZ","Kyrgyzstan","2015","2015",41.38003,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","KGZ","Kyrgyzstan","2016","2016",34.94468,,
"FOSGP_5T8_F400_F","Percentage of female graduates from tertiary education graduating from Business, Administration and Law programmes, female (%)","KGZ","Kyrgyzstan","2017","2017",31.2667,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","EST","Estonia","2012","2012",26.00332,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","EST","Estonia","2013","2013",23.77841,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","EST","Estonia","2014","2014",23.11089,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","EST","Estonia","2015","2015",24.6783,,
"FOSGP_5T8_F400","Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)","EST","Estonia","2016","2016",24.04015,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","ARG","Argentina","2016","2016",10.2249,,
"FOSGP_5T8_F300_F","Percentage of female graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female  (%)","LIE","Liechtenstein","2012","2012",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","ALB","Albania","2015","2015",7.53378,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","ALB","Albania","2016","2016",10.63432,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","ALB","Albania","2017","2017",12.20823,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","OMN","Oman","2015","2015",13.00726,,
"FOSGP_5T8_F600","Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)","OMN","Oman","2016","2016",13.96192,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","ARE","United Arab Emirates","2012","2012",7.57553,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","ARE","United Arab Emirates","2015","2015",8.65724,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","ARE","United Arab Emirates","2016","2016",9.04183,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","IRN","Iran (Islamic Republic of)","2012","2012",41.40119,,
"FOSGP_5T8_F700","Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)","IRN","Iran (Islamic Republic of)","2016","2016",29.89844,,
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2012","2012",,"a","Category not applicable"
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2013","2013",,"a","Category not applicable"
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2014","2014",,"a","Category not applicable"
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2015","2015",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2016","2016",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F800","Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)","QAT","Qatar","2017","2017",,"n","Magnitude nil or negligible"
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","SWE","Sweden","2012","2012",11.7077,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","SWE","Sweden","2013","2013",12.28875,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","SWE","Sweden","2015","2015",12.72046,,
"FOSGP_5T8_F300","Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)","SWE","Sweden","2016","2016",12.96984,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","LTU","Lithuania","2012","2012",27.08687,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","LTU","Lithuania","2013","2013",25.65991,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","LTU","Lithuania","2014","2014",25.16329,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","LTU","Lithuania","2015","2015",26.28145,,
"FOSGP_5T8_F400_M","Percentage of male graduates from tertiary education graduating from Business, Administration and Law programmes, male (%)","LTU","Lithuania","2016","2016",24.58296,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","FIN","Finland","2012","2012",4.9899,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","FIN","Finland","2013","2013",4.49508,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","FIN","Finland","2014","2014",4.3786,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","FIN","Finland","2015","2015",5.23218,,
"FOSGP_5T8_F500_M","Percentage of male graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)","FIN","Finland","2016","2016",5.36059,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","MDG","Madagascar","2014","2014",9.97956,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","MDG","Madagascar","2015","2015",10.29059,,
"FOSGP_5T8_F500","Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)","MDG","Madagascar","2016","2016",9.17233,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAR","Morocco","2015","2015",1.63707,,
"FOSGP_5T8_F600_F","Percentage of female graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)","MAR","Morocco","2016","2016",4.76766,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BLR","Belarus","2015","2015",7.13584,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BLR","Belarus","2016","2016",6.65074,,
"FOSGP_5T8_F200_F","Percentage of female graduates from tertiary education graduating from Arts and Humanities programmes, female  (%)","BLR","Belarus","2017","2017",6.8268,,
"FOSGP_5T8_F200","Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)","KHM","Cambodia","2015","2015",1.1236,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","PSE","Palestine","2012","2012",6.56307,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","PSE","Palestine","2015","2015",5.41329,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","PSE","Palestine","2016","2016",6.18483,,
"FOSGP_5T8_F600_M","Percentage of male graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)","PSE","Palestine","2017","2017",5.49121,,
"FOSGP_5T8_F700_F","Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)","KIR","Kiribati","2012","2012",,"a","Category not applicable"
